[0.        0.        0.6029575],[0.10985014 0.06511011 0.5890871 ],[0.03334241 0.3636053  0.32193786],[0.07902415 0.17623374 0.        ],[-0.11588433 -0.06437641  0.616714  ],[-0.26744455  0.22112757  0.42017293],[-0.17194878 -0.00153065  0.06087148],[0.05115629 0.10786453 0.8568164 ],[-0.0159662   0.17783153  1.0868036 ],[-0.06023386  0.26428932  1.1935521 ],[-0.07051842  0.22369999  1.3050152 ],[-0.17090118  0.1347653   1.063784  ],[-0.29914993  0.36998373  0.9383172 ],[-0.03247908  0.54183877  0.9182601 ],[0.15615699 0.23261306 1.032948  ],[0.05526336 0.47175673 0.82873535],[-0.0543465   0.5147481   0.97349334]
[0.         0.         0.59797937],[0.11005096 0.06430074 0.58526224],[0.04104061 0.36173424 0.32128727],[0.07677361 0.17261675 0.        ],[-0.11696261 -0.06422242  0.61031795],[-0.2665254   0.23118943  0.41191465],[-0.16894913  0.00067502  0.06048667],[0.05113632 0.10612044 0.8513125 ],[-0.01527539  0.1773045   1.0845494 ],[-0.05931413  0.26347923  1.1859653 ],[-0.06967232  0.22493094  1.3022331 ],[-0.16806628  0.13285333  1.0616877 ],[-0.302513    0.369322    0.93942994],[-0.03956884  0.5389842   0.91498756],[0.15283448 0.2340121  1.0288244 ],[0.05675274 0.46906003 0.8254798 ],[-0.05004865  0.51485217  0.9475229 ]
[0.         0.         0.62313354],[0.1122178  0.06251913 0.60777307],[0.04937832 0.3468672  0.3274294 ],[0.08047681 0.15759858 0.        ],[-0.11854925 -0.06182105  0.6373888 ],[-0.2564831   0.22076504  0.42078316],[-0.15879169 -0.00948864  0.06222773],[0.05448727 0.10910553 0.8790188 ],[-0.0054244   0.17706582  1.1118559 ],[-0.0467743  0.2607264  1.2156597],[-0.05787344  0.22536677  1.3281151 ],[-0.16253081  0.13508838  1.0942838 ],[-0.29370183  0.3751383   0.9695964 ],[-0.03144747  0.55709577  0.9584534 ],[0.1627585  0.22833875 1.0576979 ],[0.06288858 0.46261135 0.8523678 ],[-0.03485236  0.50938684  0.99310917]
[0.         0.         0.64917445],[0.11850694 0.0609101  0.63176984],[0.05913896 0.33058456 0.33636892],[0.0801003  0.15619034 0.        ],[-0.12201286 -0.06142564  0.6649317 ],[-0.25078952  0.21026632  0.42675596],[-0.15957543 -0.00678062  0.05669743],[0.05552376 0.10874066 0.91131353],[-0.00522494  0.17160964  1.1437643 ],[-0.04546461  0.25412363  1.2511156 ],[-0.05258839  0.22451288  1.3660393 ],[-0.16465154  0.12743974  1.1267592 ],[-0.30184615  0.364166    1.0059499 ],[-0.04281533  0.54586655  1.0011181 ],[0.16788974 0.22172302 1.0976095 ],[0.07616377 0.46085507 0.88899225],[-0.02046616  0.51334095  1.0297475 ]
[0.         0.         0.67220855],[0.11517006 0.06604066 0.65478534],[0.05662022 0.3110084  0.34321937],[0.08165811 0.14883566 0.        ],[-0.11982872 -0.06526338  0.68819684],[-0.2493864   0.18211174  0.42687964],[-0.16587906 -0.02428186  0.05028278],[0.0539098  0.10139757 0.94041693],[-0.00588232  0.15935051  1.1774154 ],[-0.04725763  0.24006808  1.2879664 ],[-0.05525336  0.21700287  1.4040148 ],[-0.16650477  0.1118919   1.1626443 ],[-0.30234885  0.35604098  1.034204  ],[-0.03941363  0.53497124  1.0343449 ],[0.16727665 0.21626896 1.1315976 ],[0.06175408 0.4676145  0.92372817],[-0.03005818  0.5070963   1.0576793 ]
[0.        0.        0.7089619],[0.12126854 0.06599344 0.68813527],[0.06433096 0.28104818 0.35697648],[0.07173987 0.12844908 0.        ],[-0.126223   -0.06566208  0.72656095],[-0.23283276  0.17251118  0.43264225],[-0.12566978 -0.0094738   0.04425699],[0.05280217 0.09361237 0.9848781 ],[-0.00565092  0.14903113  1.2256243 ],[-0.0420014   0.22804987  1.3423903 ],[-0.05052742  0.2109502   1.4556005 ],[-0.16763085  0.09954393  1.2107513 ],[-0.31002903  0.34986824  1.0817957 ],[-0.05676359  0.5350462   1.0910885 ],[0.17103961 0.20682299 1.1842626 ],[0.08926477 0.47121978 0.9790573 ],[-0.00615327  0.52063555  1.104275  ]
[0.         0.         0.72392136],[0.11774421 0.06968424 0.7039177 ],[0.06516445 0.2703524  0.36418152],[0.07777182 0.12882799 0.        ],[-0.12383758 -0.06888409  0.741587  ],[-0.22950727  0.1542157   0.43890536],[-0.12542653 -0.01403135  0.04077542],[0.05214489 0.0895741  1.0016575 ],[-0.00161939  0.14127654  1.2460239 ],[-0.03817835  0.22061312  1.3611661 ],[-0.04567809  0.20758611  1.4749025 ],[-0.1628326   0.08933759  1.2330582 ],[-0.30343705  0.33721495  1.1031759 ],[-0.0523836   0.53337955  1.1248927 ],[0.16980505 0.20466617 1.202373  ],[0.06436045 0.47315332 0.9972757 ],[-0.0287305   0.51094204  1.1269932 ]
[0.      0.      0.76975],[0.12295809 0.07991296 0.74906015],[0.07577117 0.22351588 0.3845057 ],[0.07469931 0.11346489 0.        ],[-0.12890543 -0.08151505  0.7879411 ],[-0.24389553  0.10898824  0.4570541 ],[-0.16563828 -0.04667526  0.04572034],[0.05672636 0.07387343 1.0603249 ],[0.00143704 0.11563051 1.3077273 ],[-0.03526193  0.20130515  1.4266499 ],[-0.03945619  0.19355291  1.5430614 ],[-0.16224292  0.04534698  1.2952306 ],[-0.31041852  0.2628963   1.170431  ],[-0.07244337  0.46133175  1.185716  ],[0.17434332 0.19643563 1.2656051 ],[0.04728831 0.4719047  1.0710189 ],[-0.06741297  0.47823286  1.1935793 ]
[0.        0.        0.7875209],[0.13019139 0.08114383 0.76542354],[0.08344246 0.1764212  0.38452065],[0.08446088 0.0404886  0.        ],[-0.13713227 -0.08144274  0.80753917],[-0.23573402  0.07842946  0.450249  ],[-0.18254529 -0.07919097  0.03086746],[0.05783594 0.06912059 1.0787632 ],[0.00647795 0.1036557  1.3305569 ],[-0.02862434  0.18543965  1.4557571 ],[-0.03136706  0.17590421  1.5663972 ],[-0.15758672  0.03149766  1.3232586 ],[-0.30404103  0.2486878   1.1980948 ],[-0.07154429  0.45263773  1.2343422 ],[0.18108869 0.18906924 1.2876437 ],[0.05000244 0.46590677 1.1005989 ],[-0.05058096  0.47137043  1.213992  ]
[0.         0.         0.82784903],[0.1336593  0.08275333 0.8038024 ],[0.07547291 0.13271058 0.40158832],[0.05444467 0.03540868 0.        ],[-0.13821298 -0.08332991  0.8517051 ],[-0.24005161  0.04100099  0.468154  ],[-0.19893691 -0.11385566  0.04728729],[0.05661408 0.05728006 1.1255841 ],[0.02143513 0.09382617 1.3733729 ],[-0.00961141  0.17045909  1.5088351 ],[-0.01190314  0.16488183  1.6159093 ],[-0.14897648  0.01992214  1.3758929 ],[-0.3201851   0.24243283  1.248477  ],[-0.11297631  0.45855266  1.2852558 ],[0.19488762 0.17702234 1.332777  ],[0.08459914 0.45537186 1.1567199 ],[-0.01981062  0.48060212  1.2706628 ]
[0.         0.         0.84847313],[0.1369529 0.0891404 0.8243687],[0.07100572 0.1143809  0.41803828],[0.05867465 0.04264104 0.        ],[-0.13985959 -0.089591    0.87309045],[-0.23065662  0.01016462  0.4694149 ],[-0.19542347 -0.12249154  0.04016167],[0.06088564 0.05168828 1.1485687 ],[0.03045171 0.08456063 1.3968251 ],[1.9504130e-04 1.6527921e-01 1.5349793e+00],[3.6008656e-04 1.6851544e-01 1.6422031e+00],[-0.14078239  0.00282943  1.406077  ],[-0.3050885   0.19622731  1.2798746 ],[-0.08757271  0.39278206  1.3105135 ],[0.20279011 0.17159697 1.3628156 ],[0.07146743 0.45541257 1.1932358 ],[-0.0449349  0.4637754  1.3132787]
[0.        0.        0.8634869],[0.13863239 0.09395552 0.8397447 ],[0.06877325 0.08979097 0.4257609 ],[0.05242336 0.02555174 0.        ],[-0.14009294 -0.09473537  0.88973314],[-0.24587473 -0.0159848   0.4724034 ],[-0.21714127 -0.16015089  0.04364628],[0.06125326 0.0466482  1.1652372 ],[0.03477658 0.08490545 1.4131392 ],[-3.0318648e-04  1.6690183e-01  1.5494510e+00],[0.00614797 0.16649532 1.6568921 ],[-0.13445276 -0.01019192  1.424165  ],[-0.310555    0.15118515  1.301403  ],[-0.12540862  0.358613    1.3287978 ],[0.20282036 0.18008205 1.3785691 ],[0.05880529 0.44985    1.2094967 ],[-0.05578932  0.45601386  1.328309  ]
[0.        0.        0.8762749],[0.13684551 0.09108129 0.8523432 ],[0.05341076 0.03886712 0.42466855],[ 0.02033058 -0.03857845  0.        ],[-0.13777834 -0.09334368  0.9006972 ],[-0.240901   -0.05238736  0.46081272],[-0.23135678 -0.18798554  0.02934676],[0.05729286 0.03767675 1.1812477 ],[0.0454709  0.07709569 1.4297235 ],[0.01169076 0.15424103 1.5723588 ],[0.02536444 0.15337026 1.6759186 ],[-0.12608975 -0.01693577  1.4428074 ],[-0.31001928  0.1516074   1.3131738 ],[-0.13742012  0.37315875  1.3544934 ],[0.21081021 0.16678679 1.395438  ],[0.08349473 0.434973   1.2268703 ],[-0.02307858  0.4570141   1.3316214 ]
