[0.       0.       0.556799],[0.11680944 0.05861034 0.55068135],[0.01969264 0.42898226 0.35039324],[0.04542891 0.24858427 0.        ],[-0.11922197 -0.05748387  0.5630519 ],[-0.24450016  0.31551304  0.41810936],[-0.19646657  0.10518065  0.05388904],[0.05305404 0.06376746 0.8079393 ],[0.02323048 0.11213219 1.0412388 ],[-0.01374106  0.19409668  1.1509016 ],[-0.02641132  0.14757836  1.2699953 ],[-0.12562025  0.08165362  1.00821   ],[-0.2553857   0.36130524  0.93165994],[0.0201087  0.47576582 0.9195819 ],[0.17774391 0.16563192 0.9800074 ],[0.05950503 0.40452152 0.80896527],[-0.04424056  0.43079397  0.95623827]
[0.         0.         0.55374694],[0.11644987 0.06062581 0.54763913],[0.01832397 0.42880774 0.34731787],[0.0447777  0.25112337 0.        ],[-0.11959752 -0.06157824  0.5594472 ],[-0.25350577  0.3097662   0.41232282],[-0.19839905  0.10587746  0.04765946],[0.05320831 0.06516993 0.8051719 ],[0.02161594 0.11708826 1.0392958 ],[-0.01712436  0.19950801  1.1506555 ],[-0.03073217  0.15565783  1.2694225 ],[-0.12756383  0.08380628  1.0058825 ],[-0.26762295  0.35596693  0.92939246],[0.00673236 0.48317128 0.9122892 ],[0.17816995 0.17157134 0.9772223 ],[0.06146314 0.41278553 0.80365956],[-0.04689084  0.44331092  0.9547517 ]
[0.         0.         0.56756103],[0.11397898 0.06144968 0.56121725],[0.01497962 0.4295256  0.3574182 ],[0.04040514 0.25553817 0.        ],[-0.11774185 -0.06090236  0.57310563],[-0.25107384  0.30749446  0.42031056],[-0.16924223  0.09945017  0.05600798],[0.05244999 0.06765398 0.8164244 ],[0.02055576 0.12467733 1.0512524 ],[-0.01893813  0.20489603  1.1624515 ],[-0.03537168  0.1577723   1.2749429 ],[-0.12760893  0.08959484  1.0208236 ],[-0.26966542  0.36220318  0.9386599 ],[0.00409743 0.4905302  0.9241428 ],[0.17474714 0.17365044 0.9907714 ],[0.06541523 0.41028115 0.8069872 ],[-0.04946436  0.4474245   0.96016574]
[0.         0.         0.55775833],[0.1134487  0.06241045 0.5503439 ],[0.01583999 0.43455398 0.35338485],[0.04627449 0.2652214  0.        ],[-0.11752908 -0.06391052  0.5642831 ],[-0.2555671   0.30667597  0.41491708],[-0.16742346  0.10225859  0.05064869],[0.05218363 0.07094207 0.8076016 ],[0.0163198 0.1266214 1.0433533],[-0.02515622  0.20763892  1.1578267 ],[-0.0435634   0.16189909  1.2701727 ],[-0.13247192  0.08866143  1.009999  ],[-0.2786525  0.362284   0.929318 ],[-0.00477368  0.50259024  0.9210585 ],[0.17431594 0.18002915 0.98260987],[0.06595173 0.42423686 0.80184263],[-0.05390219  0.46387285  0.95437974]
[0.        0.        0.5565832],[0.11336842 0.06235641 0.5504307 ],[0.01654336 0.4365464  0.35656124],[0.0516903 0.2668151 0.       ],[-0.11732626 -0.06150147  0.5613315 ],[-0.25987622  0.30950713  0.4159199 ],[-0.17981867  0.10205984  0.04782432],[0.04417275 0.07526445 0.80722547],[0.00251567 0.14019817 1.0401444 ],[-0.03974536  0.21964371  1.1551881 ],[-0.05484627  0.16983992  1.2655907 ],[-0.1454307   0.10409373  1.0064732 ],[-0.28398705  0.37975982  0.9213891 ],[-0.01167564  0.52491915  0.9165741 ],[0.15796773 0.19064128 0.9816781 ],[0.04496289 0.43184656 0.7981569 ],[-0.06494761  0.46917197  0.9529265 ]
[0.        0.        0.5475048],[0.10994887 0.06741577 0.5432726 ],[0.01031241 0.43713757 0.34809297],[0.05867857 0.27931532 0.        ],[-0.11361898 -0.06627771  0.55248255],[-0.27064598  0.29823577  0.40527442],[-0.18318138  0.10115415  0.03954339],[0.04157947 0.07720098 0.8030041 ],[-0.00401222  0.1479938   1.0323446 ],[-0.04859962  0.22848976  1.1486964 ],[-0.05826835  0.18431294  1.2669685 ],[-0.15186396  0.10947782  0.9992705 ],[-0.298374   0.3916046  0.9138842],[-0.03787893  0.546779    0.90136546],[0.1543717  0.20240414 0.9741176 ],[0.0478158  0.45014054 0.79969835],[-0.07244793  0.49568343  0.95361817]
[0.        0.        0.5520729],[0.1119957  0.06481501 0.5475618 ],[0.01203664 0.42543724 0.34601012],[0.05277878 0.25519657 0.        ],[-0.11614876 -0.06369153  0.5557775 ],[-0.2651964   0.2973038   0.40577376],[-0.18112661  0.09157816  0.03480208],[0.03984623 0.07681662 0.8042869 ],[-0.00659411  0.14347714  1.035234  ],[-0.04983267  0.22101885  1.1496016 ],[-0.06082474  0.17194295  1.2604551 ],[-0.15064108  0.10632259  1.0030282 ],[-0.27924562  0.38495114  0.9259654 ],[-0.02165359  0.532206    0.9220661 ],[0.15010819 0.19859517 0.97816336],[0.03404555 0.43817964 0.8039227 ],[-0.07973489  0.47675544  0.9469961 ]
[0.        0.        0.5447504],[0.11206289 0.06788255 0.5409155 ],[0.01422553 0.43664598 0.34242445],[0.06830595 0.27446148 0.        ],[-0.11648419 -0.06835221  0.5502372 ],[-0.27711344  0.29111156  0.40220279],[-0.18907106  0.09243235  0.03790504],[0.03901073 0.07863474 0.8005472 ],[-0.01797023  0.14163196  1.0302033 ],[-0.06128179  0.2226494   1.1454716 ],[-0.07846951  0.1764878   1.264931  ],[-0.1600124   0.10135549  0.9940142 ],[-0.30038303  0.38654122  0.91795915],[-0.04879767  0.53482836  0.91237855],[0.1429022 0.2065078 0.9753489],[0.03902099 0.45350364 0.8156082 ],[-0.08915591  0.49466872  0.9544186 ]
[0.        0.        0.5574851],[0.10922792 0.06753859 0.549023  ],[0.01121238 0.4148456  0.3392009 ],[0.06465833 0.24608356 0.        ],[-0.11304116 -0.06710017  0.566365  ],[-0.2698474   0.27615297  0.40593606],[-0.17316854  0.0715484   0.03904259],[0.03688744 0.08320904 0.8114815 ],[-0.02028094  0.1432215   1.04548   ],[-0.06390226  0.22001094  1.1544293 ],[-0.07917815  0.17687643  1.2713263 ],[-0.16116929  0.10164937  1.0109622 ],[-0.3056051   0.37681222  0.9345838 ],[-0.04665118  0.5268509   0.93590677],[0.13887289 0.20598584 0.9954729 ],[0.03446038 0.44764537 0.8257419 ],[-0.08503801  0.4716599   0.96578544]
[0.        0.        0.5726706],[0.10877101 0.06753303 0.5610557 ],[0.01613605 0.398116   0.3349647 ],[0.07276463 0.23116785 0.        ],[-0.1149198  -0.06714453  0.58384585],[-0.27745503  0.2529846   0.4025481 ],[-0.17317158  0.05707991  0.0341773 ],[0.04199394 0.08481525 0.82886785],[-0.0182696   0.14491934  1.0632547 ],[-0.06540987  0.22148359  1.1733812 ],[-0.07597192  0.18052453  1.2878695 ],[-0.16066018  0.10189205  1.0341239 ],[-0.31538552  0.36478075  0.9506139 ],[-0.05407977  0.51926064  0.95083284],[0.14600517 0.20753253 1.016624  ],[0.04904154 0.44939533 0.8452826 ],[-0.07575399  0.47732887  0.97560906]
[0.         0.         0.58781034],[0.11236529 0.06470726 0.57629925],[0.03078569 0.38788357 0.3305887 ],[0.08968415 0.2206513  0.        ],[-0.1156517  -0.06378383  0.59883535],[-0.2649821   0.24656199  0.3983084 ],[-0.16535506  0.04572791  0.03376085],[0.04791148 0.08345889 0.84727687],[-0.00856182  0.13502488  1.085969  ],[-0.05400352  0.21192652  1.1918626 ],[-0.06587842  0.17177027  1.3092531 ],[-0.15215504  0.08844313  1.058634  ],[-0.3021785   0.34902903  0.97425383],[-0.03951207  0.5041791   0.9780153 ],[0.15159635 0.2003392  1.0393901 ],[0.04623289 0.45259926 0.87709695],[-0.07402095  0.46354687  0.9998542 ]
[0.        0.        0.5811377],[0.11142156 0.06609596 0.570882  ],[0.03030615 0.38618368 0.32983088],[0.08132384 0.21873868 0.        ],[-0.11668035 -0.06649578  0.590293  ],[-0.26687822  0.25332645  0.39399466],[-0.1660722   0.05507174  0.03463125],[0.04564307 0.08448157 0.841907  ],[-0.0145878   0.13345164  1.0819602 ],[-0.05956359  0.21277976  1.1862376 ],[-0.07298544  0.17703909  1.3073163 ],[-0.1571742   0.08647609  1.0497001 ],[-0.30704188  0.34674084  0.96939576],[-0.06278411  0.53652596  0.9847864 ],[0.14885727 0.20199257 1.0327762 ],[0.0522121  0.46140873 0.87886655],[-0.06520975  0.48872977  0.99687254]
[0.        0.        0.6010685],[0.10814617 0.06688772 0.5890536 ],[0.03318114 0.35745898 0.32154438],[0.08975728 0.1888178  0.        ],[-0.1131744  -0.06678333  0.6131675 ],[-0.24761257  0.21930215  0.38963586],[-0.11534874  0.02354825  0.0361011 ],[0.05207131 0.08834423 0.86424136],[-0.00385555  0.12715179  1.1090293 ],[-0.0454569   0.20165569  1.2113355 ],[-0.0580398   0.18067473  1.3296711 ],[-0.1466608   0.07776305  1.083793  ],[-0.29854456  0.35156932  0.9968576 ],[-0.04761028  0.5379152   1.0318618 ],[0.1592145 0.1961017 1.0617571],[0.06687748 0.45887926 0.90186745],[-0.0495712  0.4743092  1.0229392]
[0.        0.        0.6396646],[0.11119409 0.0695733  0.62657225],[0.04064059 0.33130926 0.3363256 ],[0.08768722 0.16601643 0.        ],[-0.11434329 -0.06885325  0.6507884 ],[-0.2553342   0.19550493  0.40253752],[-0.15621501 -0.00145864  0.03972119],[0.05832141 0.08637998 0.90417206],[0.00792669 0.12260884 1.1502521 ],[-0.03710587  0.19472516  1.2508678 ],[-0.04922441  0.17192781  1.365909  ],[-0.13691573  0.06637824  1.1297559 ],[-0.29632255  0.32392198  1.0386515 ],[-0.04733557  0.5017849   1.0660044 ],[0.16709246 0.19314623 1.1037834 ],[0.06716567 0.44791573 0.9517657 ],[-0.05464871  0.45113212  1.0585092 ]
[0.         0.         0.66438156],[0.11040078 0.0755269  0.6532377 ],[0.04709192 0.3120805  0.34161526],[0.08925054 0.1620025  0.        ],[-0.11570668 -0.07604997  0.67397857],[-0.25461274  0.16422606  0.40351647],[-0.16363159 -0.02106929  0.0361616 ],[0.05966503 0.08548719 0.9343506 ],[0.00972857 0.11516196 1.1826382 ],[-0.03454202  0.19180173  1.2879999 ],[-0.04747891  0.17688817  1.4048939 ],[-0.13691512  0.05489656  1.1643965 ],[-0.303108    0.31591842  1.0800356 ],[-0.06201312  0.49852547  1.1053069 ],[0.17007661 0.19521058 1.1365113 ],[0.0560898  0.4675356  0.99493784],[-0.07059637  0.46084327  1.1029043 ]
[0.        0.        0.7086658],[0.11520277 0.08158196 0.69271636],[0.0434358  0.25947416 0.34863055],[0.07120729 0.12475348 0.        ],[-0.1174228  -0.08256998  0.72305703],[-0.24464977  0.12325533  0.40742114],[-0.15196204 -0.03388596  0.02053744],[0.05959231 0.08095753 0.99001205],[0.01524389 0.10475475 1.2385052 ],[-0.02985737  0.1761269   1.3545328 ],[-0.03752998  0.17008209  1.4754002 ],[-0.13833296  0.03305763  1.2248809 ],[-0.31436563  0.28171778  1.135933  ],[-0.11911798  0.5042637   1.1854095 ],[0.18085009 0.19205204 1.1975878 ],[0.07968491 0.47383112 1.0587987 ],[-0.04164471  0.4867671   1.1556835 ]
[0.         0.         0.71144104],[0.1157405  0.07995535 0.6947455 ],[0.04503263 0.26039273 0.35037637],[0.06851654 0.12688982 0.        ],[-0.11972953 -0.08078929  0.7268665 ],[-0.24415416  0.12333727  0.41199026],[-0.15273882 -0.02783936  0.02506119],[0.06247156 0.0851686  0.9925983 ],[0.01354953 0.1074633  1.2430329 ],[-0.03079384  0.1834374   1.3571544 ],[-0.0359485   0.18289644  1.4771627 ],[-0.14174207  0.03722638  1.2302239 ],[-0.2978084   0.28625524  1.1415657 ],[-0.09226581  0.49407518  1.1998115 ],[0.18365502 0.19273338 1.2038761 ],[0.08190352 0.48449686 1.0689352 ],[-0.04492122  0.49071807  1.1664467 ]
[0.        0.        0.7472971],[0.11885773 0.08361791 0.72916627],[0.04937961 0.20675652 0.35876122],[0.07876091 0.06870276 0.        ],[-0.12456656 -0.08349018  0.763168  ],[-0.25413722  0.07859787  0.41839468],[-0.18435487 -0.07334304  0.02312511],[0.06655381 0.07291433 1.0317941 ],[0.01660555 0.09649128 1.28492   ],[-0.02655579  0.16864282  1.401272  ],[-0.03353535  0.16962749  1.5178273 ],[-0.13965628  0.02254617  1.2720993 ],[-0.30498755  0.25165778  1.1755817 ],[-0.1048831   0.47409663  1.2072926 ],[0.185155   0.18151748 1.2458332 ],[0.07747054 0.47550994 1.1217865 ],[-0.05309221  0.47820163  1.212685  ]
[0.        0.        0.7764187],[0.12550908 0.08573709 0.7561797 ],[0.04676269 0.17148829 0.37116826],[0.05681643 0.04890168 0.        ],[-0.13017736 -0.08715475  0.79633844],[-0.2535016   0.04158527  0.42705065],[-0.20242038 -0.11144793  0.02948958],[0.06298725 0.06383589 1.0678248 ],[0.01895158 0.09001678 1.3161155 ],[-0.0237919   0.16137022  1.4434438 ],[-0.02675171  0.1699729   1.5598912 ],[-0.14587554  0.01800847  1.3132348 ],[-0.31713516  0.25793403  1.2241923 ],[-0.14516187  0.49681666  1.2685999 ],[0.19461045 0.17753467 1.2761792 ],[0.08864436 0.47760364 1.1587853 ],[-0.03304502  0.5149919   1.2631985 ]
[0.         0.         0.81248486],[0.12936965 0.09358871 0.7906288 ],[0.04878739 0.12704799 0.38362944],[0.04678493 0.01669204 0.        ],[-0.13337933 -0.09487686  0.83495635],[-0.26055673  0.00570464  0.4367841 ],[-0.22610529 -0.12697583  0.02562636],[0.05981051 0.0548228  1.1098552 ],[0.02410509 0.08466947 1.3600186 ],[-0.01366753  0.15695834  1.4890561 ],[-0.01633598  0.16563338  1.6043382 ],[-0.14418699 -0.00269014  1.3632553 ],[-0.32496378  0.19067556  1.2582012 ],[-0.19795603  0.44520068  1.299478  ],[0.19880886 0.18190682 1.3217428 ],[0.0879928 0.492256  1.2165234],[-0.03369403  0.5307951   1.3085854 ]
[0.        0.        0.8415364],[0.13085712 0.09741506 0.8177349 ],[0.05137298 0.09872067 0.3962723 ],[0.03888021 0.00726306 0.        ],[-0.13032424 -0.09723584  0.8670958 ],[-0.25240713 -0.02996713  0.44515905],[-0.23413992 -0.16354644  0.03195834],[0.06005729 0.04776689 1.1414835 ],[0.03355527 0.07960188 1.3911364 ],[-0.00165516  0.15147203  1.5230334 ],[-0.00561693  0.15858543  1.6330556 ],[-0.13579813 -0.01182646  1.3996941 ],[-0.31102905  0.1575416   1.2866921 ],[-0.18568066  0.42237255  1.3235304 ],[0.20633785 0.17784518 1.3579547 ],[0.08502245 0.4904507  1.2557836 ],[-0.0344485  0.534657   1.3428193]
[0.         0.         0.85682833],[0.13008264 0.10001807 0.8327451 ],[0.04312128 0.07215008 0.40504554],[ 0.03096586 -0.02475011  0.        ],[-0.1305678  -0.09972564  0.8830515 ],[-0.25880736 -0.05664009  0.45184058],[-0.2485017  -0.19214088  0.03405249],[0.05937294 0.04210684 1.1554977 ],[0.03702606 0.07475907 1.4071331 ],[9.5906854e-04 1.4874965e-01 1.5375965e+00],[-0.00347304  0.155465    1.6443055 ],[-0.12803309 -0.0211851   1.4155102 ],[-0.31462103  0.13988751  1.3131175 ],[-0.19441774  0.39124984  1.3351493 ],[0.20455447 0.17604864 1.3724556 ],[0.06778443 0.4871362  1.2728359 ],[-0.05409643  0.51475155  1.3542814 ]
[0.        0.        0.8822354],[0.1343847  0.09750161 0.85809517],[0.05352499 0.05236769 0.4203212 ],[ 0.04218096 -0.02832204  0.        ],[-0.13519935 -0.09680978  0.9081592 ],[-0.24947354 -0.08809131  0.456899  ],[-0.25551993 -0.21727276  0.03559905],[0.0578067  0.03492936 1.1845402 ],[0.04182972 0.06854832 1.4343599 ],[0.01145656 0.15035695 1.5729022 ],[0.01265191 0.16126359 1.6782932 ],[-0.13148883 -0.03029662  1.4485965 ],[-0.3212217   0.11712962  1.3489769 ],[-0.25143123  0.37305266  1.3653203 ],[0.213783   0.16821003 1.3992941 ],[0.07665555 0.4924817  1.3089203 ],[-0.05408782  0.56621236  1.3924313 ]
[0.        0.        0.9043844],[0.13239129 0.09618802 0.881361  ],[0.06207648 0.01960105 0.43583235],[ 0.037118   -0.04476643  0.        ],[-0.13561666 -0.09764043  0.9253519 ],[-0.24594858 -0.11583287  0.4638702 ],[-0.25633776 -0.23408127  0.03041124],[0.05574502 0.02872443 1.2097921 ],[0.04514938 0.0685609  1.4589148 ],[0.02164923 0.14981264 1.5981007 ],[0.02484961 0.16532499 1.7067229 ],[-0.13031931 -0.03378928  1.4751668 ],[-0.32148024  0.06627291  1.3632624 ],[-0.24374363  0.32654876  1.3773072 ],[0.21362749 0.16299659 1.4251951 ],[0.09099589 0.4735105  1.3254752 ],[-0.01214334  0.548259    1.4040773 ]
[0.        0.        0.9107314],[0.1292187  0.08700939 0.88742685],[0.06913473 0.00570586 0.44043562],[ 0.02935269 -0.06047428  0.        ],[-0.13599011 -0.08803065  0.9316941 ],[-0.23380294 -0.14018941  0.46992043],[-0.2633273  -0.26913583  0.03642535],[0.05667294 0.02638945 1.2113385 ],[0.04556466 0.06620187 1.4615823 ],[0.02856825 0.14702553 1.6006398 ],[0.02690626 0.16017163 1.7026787 ],[-0.12680575 -0.02654034  1.4783589 ],[-0.3089087   0.07866511  1.366787  ],[-0.2022577   0.34282905  1.375699  ],[0.21285439 0.1497575  1.4272876 ],[0.0900359 0.4504522 1.3291311],[-0.01704992  0.52642715  1.4099329 ]
[0.         0.         0.91814286],[0.12943308 0.08606747 0.8997046 ],[ 0.07387505 -0.01771504  0.44851536],[ 0.04339502 -0.06901854  0.        ],[-0.13499899 -0.08846788  0.9368901 ],[-0.23111412 -0.14927578  0.47207567],[-0.26502115 -0.25720787  0.03124797],[0.05709205 0.0241732  1.2184126 ],[0.05700483 0.06022352 1.4687324 ],[0.03978761 0.14363337 1.6032541 ],[0.04026421 0.14875579 1.7070656 ],[-0.11238988 -0.02864873  1.4881463 ],[-0.2880776   0.06050867  1.3637915 ],[-0.14025846  0.31427848  1.3849583 ],[0.21801439 0.14616454 1.4360838 ],[0.09192859 0.42914352 1.3357496 ],[-0.00721012  0.476369    1.4148774 ]
[0.        0.        0.9138994],[0.13101238 0.08047948 0.8944556 ],[ 0.06690601 -0.03718674  0.44527042],[ 0.02871898 -0.10160398  0.        ],[-0.13508017 -0.08162037  0.93624747],[-0.22385262 -0.15153804  0.4691071 ],[-0.2708686  -0.26780415  0.02753282],[0.05091627 0.02259585 1.2104827 ],[0.05601982 0.06511307 1.4617964 ],[0.0411189  0.14576149 1.5931557 ],[0.04209579 0.14915937 1.6945064 ],[-0.11170597 -0.02137089  1.4864819 ],[-0.29223022  0.06600744  1.3931372 ],[-0.20034906  0.31596807  1.4003392 ],[0.21492857 0.14444143 1.4248056 ],[0.09471238 0.42916876 1.3309367 ],[-0.00192866  0.50423586  1.4134065 ]
[0.         0.         0.91274583],[0.12865762 0.07494723 0.8949288 ],[ 0.07110977 -0.05159718  0.4422103 ],[ 0.03154899 -0.11233294  0.        ],[-0.13150126 -0.07675896  0.93416667],[-0.21373942 -0.15228087  0.46448573],[-0.26703268 -0.26375353  0.02505678],[0.04856066 0.02081493 1.2094584 ],[0.06364137 0.05815768 1.462111  ],[0.04405127 0.14524728 1.5909957 ],[0.0528276  0.15059388 1.6903257 ],[-0.10157202 -0.02358526  1.4956062 ],[-0.2856506   0.07551759  1.3876438 ],[-0.15940368  0.32046825  1.3972881 ],[0.21568212 0.13511121 1.4252375 ],[0.09035028 0.40680903 1.3255868 ],[-0.00862077  0.43922997  1.41768   ]
[0.         0.         0.91304845],[0.12606251 0.07907173 0.89846295],[ 0.07321627 -0.04895431  0.44717735],[ 0.05265237 -0.10966098  0.        ],[-0.13144748 -0.08089239  0.93067014],[-0.20899755 -0.15269285  0.46487343],[-0.24889772 -0.25446332  0.01968139],[0.05397139 0.02464667 1.2126952 ],[0.0636929  0.05508548 1.4645877 ],[0.04169288 0.14340633 1.5968806 ],[0.05492091 0.15070313 1.6964147 ],[-0.10060421 -0.02484143  1.4926665 ],[-0.27798736  0.07922417  1.3566477 ],[-0.0955586   0.29247272  1.3806331 ],[0.21597135 0.13624847 1.4317718 ],[0.08708812 0.39734742 1.3312254 ],[-0.02164753  0.4101723   1.4179451 ]
[0.        0.        0.9121621],[0.12602842 0.07613993 0.8996825 ],[ 0.07873766 -0.0510571   0.44979998],[ 0.06419289 -0.11526418  0.        ],[-0.13243541 -0.0768739   0.92576355],[-0.20552543 -0.14919582  0.46313593],[-0.24559893 -0.25493956  0.01577687],[0.0541404  0.02334902 1.2113059 ],[0.06265964 0.05518776 1.4636484 ],[0.04166811 0.14288563 1.5972693 ],[0.05555025 0.1539833  1.6985915 ],[-0.10137062 -0.01833057  1.4907122 ],[-0.28285334  0.11683613  1.3621478 ],[-0.08559918  0.31794465  1.3826213 ],[0.21538591 0.12997699 1.4283023 ],[0.08386718 0.38682044 1.3299026 ],[-0.02013338  0.39720735  1.4182975 ]
[0.        0.        0.9061153],[0.12234545 0.07501495 0.8914615 ],[ 0.07443789 -0.05330294  0.44433564],[ 0.04620892 -0.11233908  0.        ],[-0.1291233  -0.07617795  0.9219829 ],[-0.20486368 -0.14645949  0.45978206],[-0.24364895 -0.24934298  0.01584035],[0.05090144 0.02427357 1.2074115 ],[0.05805966 0.05513018 1.4595656 ],[0.03958109 0.14077383 1.5952654 ],[0.05716836 0.1544773  1.695737  ],[-0.10782237 -0.01573813  1.4900105 ],[-0.28735787  0.11686704  1.3650899 ],[-0.08944443  0.31330973  1.3777235 ],[0.2144104  0.12714142 1.4233303 ],[0.0895777 0.3921253 1.3270022],[-0.01154049  0.41898033  1.4178673 ]
[0.         0.         0.90302193],[0.12788424 0.07829142 0.88832545],[ 0.0822849  -0.04182574  0.44030493],[ 0.05357067 -0.10862166  0.        ],[-0.1346072  -0.07932917  0.91894937],[-0.21192244 -0.14806351  0.45590046],[-0.24856639 -0.25661588  0.01869911],[0.05450138 0.02600601 1.2073855 ],[0.0570167  0.05477202 1.4579619 ],[0.03660522 0.13688529 1.5964259 ],[0.05239385 0.1484983  1.7027862 ],[-0.11162865 -0.02104706  1.481988  ],[-0.2941127   0.12470037  1.3625035 ],[-0.08913003  0.31132394  1.3820063 ],[0.21640709 0.13375306 1.4238505 ],[0.09617732 0.41342175 1.3293307 ],[-0.0098694  0.4485271  1.4175003]
[0.         0.         0.89980817],[0.12940341 0.08644026 0.88440245],[ 0.07672217 -0.03360879  0.43739036],[ 0.05022384 -0.09816647  0.        ],[-0.13485518 -0.0872466   0.91712964],[-0.21821457 -0.14346638  0.45331454],[-0.24719428 -0.24648511  0.01517886],[0.05274386 0.02927935 1.2058223 ],[0.05385449 0.05880749 1.4555926 ],[0.03274072 0.13930786 1.5941434 ],[0.05060091 0.14833748 1.7030113 ],[-0.11488684 -0.02531511  1.4789402 ],[-0.28791648  0.1041559   1.3541846 ],[-0.0912986   0.28791326  1.3809073 ],[0.2155335  0.14609128 1.4235703 ],[0.09175941 0.43107063 1.3297064 ],[-0.0132369   0.46900022  1.4146008 ]
[0.        0.        0.9012864],[0.1280008  0.08117852 0.8860893 ],[ 0.08256441 -0.01989499  0.43913865],[ 0.044287   -0.07780153  0.        ],[-0.13504165 -0.08174232  0.9176396 ],[-0.21444182 -0.14571187  0.45726675],[-0.24662901 -0.25226462  0.01153564],[0.05181991 0.02806991 1.2049778 ],[0.05189157 0.06096578 1.4558163 ],[0.03383943 0.13886666 1.5958211 ],[0.04545496 0.15128338 1.7011914 ],[-0.11603306 -0.01876873  1.4767525 ],[-0.29693618  0.11832857  1.3635862 ],[-0.10567279  0.32376096  1.3837469 ],[0.21309939 0.1450162  1.4251239 ],[0.10623774 0.43204987 1.3196185 ],[-0.00847603  0.4851274   1.4120116 ]
[0.         0.         0.88243055],[0.13078883 0.07428572 0.8671068 ],[ 0.07529695 -0.01206809  0.43020764],[ 0.0180449  -0.07576174  0.        ],[-0.13720682 -0.07252401  0.89938325],[-0.20317495 -0.11750728  0.44432363],[-0.23283167 -0.23401952  0.01082742],[0.04785207 0.03450736 1.1841545 ],[0.04146654 0.06546873 1.4349253 ],[0.02662015 0.14074677 1.5813051 ],[0.03223686 0.1468119  1.6807132 ],[-0.13240154 -0.01125401  1.4559593 ],[-0.30148348  0.11958492  1.3428326 ],[-0.11517976  0.32339716  1.3626177 ],[0.21203473 0.14266908 1.4070714 ],[0.12287641 0.44578165 1.2912819 ],[0.01807114 0.5281366  1.3944952 ]
[0.        0.        0.8841714],[0.13283621 0.08021735 0.8656842 ],[ 0.06886534 -0.00166658  0.4251735 ],[ 0.00830561 -0.07722026  0.        ],[-0.14160524 -0.08005933  0.9068213 ],[-0.21790521 -0.11958095  0.45020467],[-0.24781817 -0.23504776  0.01810342],[0.05157127 0.03584236 1.1842026 ],[0.03828881 0.06506473 1.4376347 ],[0.022735  0.1432972 1.5794697],[0.0267621  0.14661169 1.6791639 ],[-0.13003024 -0.02307898  1.4573959 ],[-0.31365013  0.08623219  1.3567933 ],[-0.16560972  0.2975763   1.3689604 ],[0.20962587 0.15581515 1.4083703 ],[0.09050313 0.45830128 1.2994373 ],[-0.03899634  0.50877637  1.3923459 ]
[0.         0.         0.87742984],[0.13609168 0.09190871 0.8619326 ],[0.06773549 0.01686364 0.41772938],[ 0.01922172 -0.06708276  0.        ],[-0.14170358 -0.09151626  0.89631134],[-0.223177   -0.11272424  0.4388342 ],[-0.2283595  -0.2196964   0.01019859],[0.05052713 0.03440258 1.1810262 ],[0.02920655 0.06511164 1.434232  ],[0.00709385 0.1424976  1.577932  ],[0.02166482 0.15196633 1.6817262 ],[-0.14050914 -0.03026891  1.4569937 ],[-0.31284153  0.10971302  1.3443089 ],[-0.13913804  0.32887816  1.3703196 ],[0.20523778 0.16267776 1.4076734 ],[0.09837495 0.48942143 1.2977026 ],[-0.01371312  0.5373201   1.3916254 ]
[0.         0.         0.88530827],[0.13847399 0.09468004 0.8664342 ],[0.06499626 0.03173965 0.42360556],[ 0.01865882 -0.03929412  0.        ],[-0.13965075 -0.09468146  0.9075551 ],[-0.23088002 -0.1119926   0.45183295],[-0.23321737 -0.22585446  0.02444762],[0.05203495 0.03572035 1.1887949 ],[0.03391058 0.07088178 1.4394566 ],[0.01074216 0.14733052 1.5809245 ],[0.02317527 0.15231884 1.6845164 ],[-0.13217029 -0.03093743  1.464402  ],[-0.3133344   0.08549267  1.3600557 ],[-0.1766623   0.31087333  1.381068  ],[0.20730643 0.17376328 1.4098804 ],[0.09491625 0.485077   1.2868901 ],[-0.0195895  0.5418207  1.3779131]
[0.        0.        0.8622271],[0.14043924 0.09041259 0.8417497 ],[0.05935131 0.04390708 0.41168463],[ 0.01080511 -0.04359347  0.        ],[-0.14177439 -0.08901721  0.8859884 ],[-0.23393178 -0.0784969   0.44102645],[-0.24187677 -0.19314879  0.01468205],[0.0529374 0.0434095 1.1613023],[0.03173597 0.0729453  1.4128741 ],[0.00676819 0.1487354  1.55409   ],[0.01552407 0.15114993 1.6585251 ],[-0.13723546 -0.02339548  1.4359703 ],[-0.30624163  0.11126423  1.3311143 ],[-0.17499521  0.3400283   1.3557186 ],[0.20715627 0.17302167 1.3822067 ],[0.07445714 0.47350824 1.2521573 ],[-0.04219717  0.51593727  1.3463917 ]
